"chromosome","position","strand","cellType","patient","reads","sampleReplicate","timePoint","timePointMonths","inferredCells","relativeAbundance","nearestGene","source","sample"
"chr6",73723232,"+","PBMC","pHI002",26,"GTSP0521-2","m40",40,3,0.111275964391691,"CD109","Illumina","GTSP0521"
"chr6",73888815,"+","PBMC","pHI002",11,"GTSP0521-4","m40",40,1,0.0370919881305638,"CD109","Illumina","GTSP0521"
"chr6",89906026,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"GJA10","Illumina","GTSP0521"
"chr7",100867916,"-","PBMC","pHI002",143,"GTSP0521-1","m40",40,4,0.148367952522255,"TRIP6","Illumina","GTSP0521"
"chr7",104944539,"-","PBMC","pHI002",39,"GTSP0521-2","m40",40,1,0.0370919881305638,"LHFPL3-AS2","Illumina","GTSP0521"
"chr7",106077302,"-","PBMC","pHI002",46,"GTSP0521-2","m40",40,3,0.111275964391691,"SYPL1","Illumina","GTSP0521"
"chr7",107876411,"-","PBMC","pHI002",30,"GTSP0521-2","m40",40,1,0.0370919881305638,"DLD","Illumina","GTSP0521"
"chr7",13057234,"-","PBMC","pHI002",39,"GTSP0521-1","m40",40,2,0.0741839762611276,"ARL4A","Illumina","GTSP0521"
"chr7",147292976,"-","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"CNTNAP2","Illumina","GTSP0521"
"chr7",18338010,"-","PBMC","pHI002",188,"GTSP0521-1","m40",40,18,0.667655786350148,"HDAC9","Illumina","GTSP0521"
"chr7",2530936,"-","PBMC","pHI002",35,"GTSP0521-1","m40",40,1,0.0370919881305638,"LFNG","Illumina","GTSP0521"
"chr7",32491613,"-","PBMC","pHI002",26,"GTSP0521-3","m40",40,1,0.0370919881305638,"LSM5","Illumina","GTSP0521"
"chr7",4775248,"-","PBMC","pHI002",2,"GTSP0521-2","m40",40,1,0.0370919881305638,"AP5Z1","Illumina","GTSP0521"
"chr7",5479447,"-","PBMC","pHI002",24,"GTSP0521-3","m40",40,1,0.0370919881305638,"FBXL18","Illumina","GTSP0521"
"chr7",54926901,"-","PBMC","pHI002",1,"GTSP0521-3","m40",40,1,0.0370919881305638,"EGFR","Illumina","GTSP0521"
"chr7",603206,"-","PBMC","pHI002",497,"GTSP0521-1","m40",40,7,0.259643916913947,"PRKAR1B,LOC101926963","Illumina","GTSP0521"
"chr7",73885295,"-","PBMC","pHI002",1,"GTSP0521-3","m40",40,1,0.0370919881305638,"WBSCR28","Illumina","GTSP0521"
"chr7",76410239,"-","PBMC","pHI002",1,"GTSP0521-2","m40",40,1,0.0370919881305638,"ZP3","Illumina","GTSP0521"
"chr7",80598941,"-","PBMC","pHI002",21,"GTSP0521-1","m40",40,3,0.111275964391691,"CD36","Illumina","GTSP0521"
"chr7",118181510,"+","PBMC","pHI002",364,"GTSP0521-1","m40",40,15,0.556379821958457,"LSM8","Illumina","GTSP0521"
"chr7",128521958,"+","PBMC","pHI002",1,"GTSP0521-3","m40",40,1,0.0370919881305638,"METTL2B","Illumina","GTSP0521"
"chr7",139104673,"+","PBMC","pHI002",3,"GTSP0521-1","m40",40,1,0.0370919881305638,"ZC3HAV1","Illumina","GTSP0521"
"chr7",17403970,"+","PBMC","pHI002",159,"GTSP0521-3","m40",40,2,0.0741839762611276,"KCCAT333","Illumina","GTSP0521"
"chr7",44638890,"+","PBMC","pHI002",12,"GTSP0521-4","m40",40,1,0.0370919881305638,"OGDH","Illumina","GTSP0521"
"chr7",6299193,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"CYTH3","Illumina","GTSP0521"
"chr7",6826418,"+","PBMC","pHI002",3,"GTSP0521-1","m40",40,1,0.0370919881305638,"CCZ1B","Illumina","GTSP0521"
"chr7",74647778,"+","PBMC","pHI002",162,"GTSP0521-1","m40",40,14,0.519287833827893,"GTF2I","Illumina","GTSP0521"
"chr8",100953771,"-","PBMC","pHI002",13,"GTSP0521-1","m40",40,1,0.0370919881305638,"YWHAZ","Illumina","GTSP0521"
"chr8",121147480,"-","PBMC","pHI002",18,"GTSP0521-1","m40",40,1,0.0370919881305638,"SNTB1","Illumina","GTSP0521"
"chr8",20517033,"-","PBMC","pHI002",30,"GTSP0521-3","m40",40,1,0.0370919881305638,"SNORD3F","Illumina","GTSP0521"
"chr8",21953192,"-","PBMC","pHI002",2,"GTSP0521-2","m40",40,1,0.0370919881305638,"XPO7","Illumina","GTSP0521"
"chr8",29491329,"-","PBMC","pHI002",1,"GTSP0521-4","m40",40,1,0.0370919881305638,"DUSP4","Illumina","GTSP0521"
"chr8",52467668,"-","PBMC","pHI002",1,"GTSP0521-2","m40",40,1,0.0370919881305638,"ST18","Illumina","GTSP0521"
"chr8",61880649,"-","PBMC","pHI002",7,"GTSP0521-3","m40",40,1,0.0370919881305638,"MIR4470","Illumina","GTSP0521"
"chr8",107352004,"+","PBMC","pHI002",38,"GTSP0521-1","m40",40,3,0.111275964391691,"ANGPT1","Illumina","GTSP0521"
"chr8",119985400,"+","PBMC","pHI002",68,"GTSP0521-1","m40",40,11,0.408011869436202,"DEPTOR","Illumina","GTSP0521"
"chr8",143951629,"+","PBMC","pHI002",25,"GTSP0521-1","m40",40,1,0.0370919881305638,"PLEC","Illumina","GTSP0521"
"chr8",29497228,"+","PBMC","pHI002",21,"GTSP0521-1","m40",40,2,0.0741839762611276,"DUSP4","Illumina","GTSP0521"
"chr8",30381305,"+","PBMC","pHI002",1,"GTSP0521-2","m40",40,1,0.0370919881305638,"RBPMS-AS1","Illumina","GTSP0521"
"chr8",60282230,"+","PBMC","pHI002",101,"GTSP0521-2","m40",40,4,0.148367952522255,"CA8","Illumina","GTSP0521"
"chr8",8347190,"+","PBMC","pHI002",10,"GTSP0521-3","m40",40,1,0.0370919881305638,"PRAG1","Illumina","GTSP0521"
"chr9",116449050,"-","PBMC","pHI002",7,"GTSP0521-2","m40",40,1,0.0370919881305638,"ASTN2","Illumina","GTSP0521"
"chr9",120597934,"-","PBMC","pHI002",1,"GTSP0521-2","m40",40,1,0.0370919881305638,"MEGF9","Illumina","GTSP0521"
"chr9",32553575,"-","PBMC","pHI002",11,"GTSP0521-2","m40",40,1,0.0370919881305638,"TOPORS-AS1,NDUFB6","Illumina","GTSP0521"
"chr9",76656767,"-","PBMC","pHI002",1,"GTSP0521-4","m40",40,1,0.0370919881305638,"PRUNE2","Illumina","GTSP0521"
"chr9",106421580,"+","PBMC","pHI002",45,"GTSP0521-2","m40",40,2,0.0741839762611276,"MIR8081","Illumina","GTSP0521"
"chr9",120542314,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"CDK5RAP2","Illumina","GTSP0521"
"chr9",123338686,"+","PBMC","pHI002",67,"GTSP0521-3","m40",40,1,0.0370919881305638,"CRB2","Illumina","GTSP0521"
"chr9",123343362,"+","PBMC","pHI002",108,"GTSP0521-3","m40",40,4,0.148367952522255,"CRB2","Illumina","GTSP0521"
"chr9",127845781,"+","PBMC","pHI002",29,"GTSP0521-1","m40",40,2,0.0741839762611276,"ENG","Illumina","GTSP0521"
"chr9",134166220,"+","PBMC","pHI002",102,"GTSP0521-1","m40",40,1,0.0370919881305638,"RNU6ATAC","Illumina","GTSP0521"
"chr9",36128151,"+","PBMC","pHI002",38,"GTSP0521-2","m40",40,1,0.0370919881305638,"RECK","Illumina","GTSP0521"
"chr9",73131471,"+","PBMC","pHI002",3,"GTSP0521-2","m40",40,2,0.0741839762611276,"ANXA1","Illumina","GTSP0521"
"chr9",89499106,"+","PBMC","pHI002",38,"GTSP0521-1","m40",40,3,0.111275964391691,"SEMA4D","Illumina","GTSP0521"
"chr9",93573844,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"PHF2","Illumina","GTSP0521"
"chrX",13668180,"-","PBMC","pHI002",22,"GTSP0521-2","m40",40,1,0.0370919881305638,"TCEANC","Illumina","GTSP0521"
"chrX",154738327,"-","PBMC","pHI002",20,"GTSP0521-1","m40",40,2,0.0741839762611276,"GAB3","Illumina","GTSP0521"
"chrX",19991492,"-","PBMC","pHI002",56,"GTSP0521-3","m40",40,2,0.0741839762611276,"LOC729609","Illumina","GTSP0521"
"chrX",37813430,"-","PBMC","pHI002",1,"GTSP0521-2","m40",40,1,0.0370919881305638,"CYBB","Illumina","GTSP0521"
"chrX",43110344,"-","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"LOC101927501","Illumina","GTSP0521"
"chrX",91518941,"-","PBMC","pHI002",2,"GTSP0521-1","m40",40,1,0.0370919881305638,"PABPC5","Illumina","GTSP0521"
"chrX",129489656,"+","PBMC","pHI002",2,"GTSP0521-2","m40",40,1,0.0370919881305638,"SMARCA1","Illumina","GTSP0521"
"chrX",13086119,"+","PBMC","pHI002",151,"GTSP0521-1","m40",40,10,0.370919881305638,"FAM9C","Illumina","GTSP0521"
"chrX",154410362,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"DNASE1L1","Illumina","GTSP0521"
"chrX",24148651,"+","PBMC","pHI002",86,"GTSP0521-1","m40",40,3,0.111275964391691,"ZFX-AS1","Illumina","GTSP0521"
"chrX",30576888,"+","PBMC","pHI002",5,"GTSP0521-2","m40",40,1,0.0370919881305638,"CXORF21","Illumina","GTSP0521"
"chrX",41083655,"+","PBMC","pHI002",11,"GTSP0521-3","m40",40,3,0.111275964391691,"USP9X","Illumina","GTSP0521"
"chrX",45759868,"+","PBMC","pHI002",14,"GTSP0521-3","m40",40,1,0.0370919881305638,"MIR222","Illumina","GTSP0521"
"chrX",79259670,"+","PBMC","pHI002",155,"GTSP0521-1","m40",40,3,0.111275964391691,"GPR174","Illumina","GTSP0521"
"chrY",7273471,"+","PBMC","pHI002",309,"GTSP0521-1","m40",40,13,0.482195845697329,"PRKY","Illumina","GTSP0521"
"chrY",8731296,"+","PBMC","pHI002",1,"GTSP0521-1","m40",40,1,0.0370919881305638,"TTTY19","Illumina","GTSP0521"
"chr1",112619355,"-","PBMC","pMMP003",34,"GTSP0522-4","m36",36,4,0.170430336599915,"ST7L","Illumina","GTSP0522"
"chr1",147492782,"-","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"LINC00624","Illumina","GTSP0522"
"chr1",151007679,"-","PBMC","pMMP003",12,"GTSP0522-1","m36",36,1,0.0426075841499787,"MINDY1","Illumina","GTSP0522"
"chr1",167222940,"-","PBMC","pMMP003",31,"GTSP0522-2","m36",36,2,0.0852151682999574,"POU2F1","Illumina","GTSP0522"
"chr1",169697053,"-","PBMC","pMMP003",9,"GTSP0522-2","m36",36,1,0.0426075841499787,"SELL","Illumina","GTSP0522"
"chr1",169895103,"-","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"SCYL3","Illumina","GTSP0522"
"chr1",202162838,"-","PBMC","pMMP003",16,"GTSP0522-3","m36",36,1,0.0426075841499787,"PTPN7","Illumina","GTSP0522"
"chr1",206557908,"-","PBMC","pMMP003",91,"GTSP0522-4","m36",36,3,0.127822752449936,"RASSF5","Illumina","GTSP0522"
"chr1",212453839,"-","PBMC","pMMP003",8,"GTSP0522-3","m36",36,2,0.0852151682999574,"NENF","Illumina","GTSP0522"
"chr1",227042528,"-","PBMC","pMMP003",19,"GTSP0522-1","m36",36,1,0.0426075841499787,"CDC42BPA","Illumina","GTSP0522"
"chr1",23801860,"-","PBMC","pMMP003",41,"GTSP0522-1","m36",36,4,0.170430336599915,"HMGCL","Illumina","GTSP0522"
"chr1",244833964,"-","PBMC","pMMP003",16,"GTSP0522-3","m36",36,2,0.0852151682999574,"COX20","Illumina","GTSP0522"
"chr1",28242350,"-","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"ATPIF1","Illumina","GTSP0522"
"chr1",36350176,"-","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"STK40","Illumina","GTSP0522"
"chr1",41803432,"-","PBMC","pMMP003",3,"GTSP0522-1","m36",36,1,0.0426075841499787,"HIVEP3","Illumina","GTSP0522"
"chr1",42933288,"-","PBMC","pMMP003",9,"GTSP0522-3","m36",36,1,0.0426075841499787,"SLC2A1","Illumina","GTSP0522"
"chr1",44808583,"-","PBMC","pMMP003",178,"GTSP0522-1","m36",36,15,0.639113762249681,"BTBD19","Illumina","GTSP0522"
"chr1",46301673,"-","PBMC","pMMP003",24,"GTSP0522-4","m36",36,1,0.0426075841499787,"LRRC41","Illumina","GTSP0522"
"chr1",109791913,"+","PBMC","pMMP003",25,"GTSP0522-4","m36",36,1,0.0426075841499787,"EPS8L3","Illumina","GTSP0522"
"chr1",150561893,"+","PBMC","pMMP003",187,"GTSP0522-1","m36",36,13,0.553898593949723,"ADAMTSL4-AS1","Illumina","GTSP0522"
"chr1",150979213,"+","PBMC","pMMP003",56,"GTSP0522-1","m36",36,5,0.213037920749893,"ANXA9","Illumina","GTSP0522"
"chr1",151945822,"+","PBMC","pMMP003",40,"GTSP0522-2","m36",36,1,0.0426075841499787,"THEM4","Illumina","GTSP0522"
"chr1",153546698,"+","PBMC","pMMP003",3,"GTSP0522-4","m36",36,1,0.0426075841499787,"LOC101928034","Illumina","GTSP0522"
"chr1",159909957,"+","PBMC","pMMP003",60,"GTSP0522-3","m36",36,2,0.0852151682999574,"TAGLN2","Illumina","GTSP0522"
"chr1",160707438,"+","PBMC","pMMP003",13,"GTSP0522-4","m36",36,1,0.0426075841499787,"CD48","Illumina","GTSP0522"
"chr1",160712043,"+","PBMC","pMMP003",6,"GTSP0522-3","m36",36,1,0.0426075841499787,"CD48","Illumina","GTSP0522"
"chr1",161200505,"+","PBMC","pMMP003",18,"GTSP0522-3","m36",36,1,0.0426075841499787,"NDUFS2","Illumina","GTSP0522"
"chr1",16264035,"+","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"FBXO42","Illumina","GTSP0522"
"chr1",173205964,"+","PBMC","pMMP003",25,"GTSP0522-1","m36",36,9,0.383468257349808,"TNFSF4","Illumina","GTSP0522"
"chr1",184600391,"+","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"C1ORF21","Illumina","GTSP0522"
"chr1",190120729,"+","PBMC","pMMP003",3,"GTSP0522-3","m36",36,1,0.0426075841499787,"BRINP3","Illumina","GTSP0522"
"chr1",195908518,"+","PBMC","pMMP003",17,"GTSP0522-1","m36",36,2,0.0852151682999574,"KCNT2","Illumina","GTSP0522"
"chr1",205630732,"+","PBMC","pMMP003",9,"GTSP0522-2","m36",36,1,0.0426075841499787,"ELK4","Illumina","GTSP0522"
"chr1",207922574,"+","PBMC","pMMP003",17,"GTSP0522-1","m36",36,2,0.0852151682999574,"CD34","Illumina","GTSP0522"
"chr1",209769105,"+","PBMC","pMMP003",6,"GTSP0522-2","m36",36,1,0.0426075841499787,"TRAF3IP3","Illumina","GTSP0522"
"chr1",234372915,"+","PBMC","pMMP003",3,"GTSP0522-2","m36",36,1,0.0426075841499787,"LOC101927765","Illumina","GTSP0522"
"chr1",234771825,"+","PBMC","pMMP003",72,"GTSP0522-1","m36",36,8,0.34086067319983,"LINC01132","Illumina","GTSP0522"
"chr1",234772932,"+","PBMC","pMMP003",70,"GTSP0522-1","m36",36,3,0.127822752449936,"LINC01132","Illumina","GTSP0522"
"chr1",246670888,"+","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"CNST","Illumina","GTSP0522"
"chr1",246784427,"+","PBMC","pMMP003",18,"GTSP0522-3","m36",36,1,0.0426075841499787,"LINC01341","Illumina","GTSP0522"
"chr1",24998351,"+","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"MIR4425","Illumina","GTSP0522"
"chr1",25021481,"+","PBMC","pMMP003",95,"GTSP0522-1","m36",36,8,0.34086067319983,"MIR4425","Illumina","GTSP0522"
"chr1",25023828,"+","PBMC","pMMP003",13,"GTSP0522-2","m36",36,1,0.0426075841499787,"MIR4425","Illumina","GTSP0522"
"chr1",26541170,"+","PBMC","pMMP003",58,"GTSP0522-2","m36",36,6,0.255645504899872,"RPS6KA1","Illumina","GTSP0522"
"chr1",26621715,"+","PBMC","pMMP003",2,"GTSP0522-2","m36",36,1,0.0426075841499787,"RPS6KA1","Illumina","GTSP0522"
"chr1",27429737,"+","PBMC","pMMP003",9,"GTSP0522-1","m36",36,1,0.0426075841499787,"WASF2","Illumina","GTSP0522"
"chr1",27636162,"+","PBMC","pMMP003",59,"GTSP0522-3","m36",36,2,0.0852151682999574,"FGR","Illumina","GTSP0522"
"chr1",28174875,"+","PBMC","pMMP003",5,"GTSP0522-2","m36",36,3,0.127822752449936,"PTAFR","Illumina","GTSP0522"
"chr1",28666541,"+","PBMC","pMMP003",9,"GTSP0522-2","m36",36,2,0.0852151682999574,"GMEB1","Illumina","GTSP0522"
"chr1",52537698,"+","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"ZCCHC11","Illumina","GTSP0522"
"chr1",54465375,"+","PBMC","pMMP003",8,"GTSP0522-3","m36",36,1,0.0426075841499787,"SSBP3","Illumina","GTSP0522"
"chr1",86726049,"+","PBMC","pMMP003",8,"GTSP0522-2","m36",36,1,0.0426075841499787,"SH3GLB1","Illumina","GTSP0522"
"chr1",89272473,"+","PBMC","pMMP003",60,"GTSP0522-1","m36",36,7,0.298253089049851,"GBP5","Illumina","GTSP0522"
"chr1",89692621,"+","PBMC","pMMP003",70,"GTSP0522-1","m36",36,5,0.213037920749893,"LRRC8C","Illumina","GTSP0522"
"chr1",9628469,"+","PBMC","pMMP003",4,"GTSP0522-2","m36",36,1,0.0426075841499787,"TMEM201","Illumina","GTSP0522"
"chr10",102854051,"-","PBMC","pMMP003",18,"GTSP0522-3","m36",36,1,0.0426075841499787,"BORCS7,BORCS7-ASMT","Illumina","GTSP0522"
"chr10",103183255,"-","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"NT5C2","Illumina","GTSP0522"
"chr10",116892830,"-","PBMC","pMMP003",589,"GTSP0522-1","m36",36,74,3.15296122709842,"SHTN1","Illumina","GTSP0522"
"chr10",119517671,"-","PBMC","pMMP003",20,"GTSP0522-1","m36",36,2,0.0852151682999574,"RGS10","Illumina","GTSP0522"
"chr10",128064045,"-","PBMC","pMMP003",21,"GTSP0522-4","m36",36,1,0.0426075841499787,"PTPRE","Illumina","GTSP0522"
"chr10",132444487,"-","PBMC","pMMP003",31,"GTSP0522-4","m36",36,1,0.0426075841499787,"C10ORF91","Illumina","GTSP0522"
"chr10",3181086,"-","PBMC","pMMP003",3,"GTSP0522-3","m36",36,1,0.0426075841499787,"PITRM1","Illumina","GTSP0522"
"chr10",42576926,"-","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"ZNF33B","Illumina","GTSP0522"
"chr10",43456455,"-","PBMC","pMMP003",11,"GTSP0522-3","m36",36,1,0.0426075841499787,"ZNF487","Illumina","GTSP0522"
"chr10",43487878,"-","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"ZNF487","Illumina","GTSP0522"
"chr10",6564743,"-","PBMC","pMMP003",18,"GTSP0522-1","m36",36,2,0.0852151682999574,"PRKCQ","Illumina","GTSP0522"
"chr10",71726519,"-","PBMC","pMMP003",87,"GTSP0522-1","m36",36,3,0.127822752449936,"CDH23,C10ORF105","Illumina","GTSP0522"
"chr10",89242907,"-","PBMC","pMMP003",2,"GTSP0522-4","m36",36,1,0.0426075841499787,"LIPA","Illumina","GTSP0522"
"chr10",102633258,"+","PBMC","pMMP003",22,"GTSP0522-2","m36",36,1,0.0426075841499787,"SUFU","Illumina","GTSP0522"
"chr10",110868127,"+","PBMC","pMMP003",35,"GTSP0522-2","m36",36,1,0.0426075841499787,"PDCD4-AS1","Illumina","GTSP0522"
"chr10",110882807,"+","PBMC","pMMP003",5,"GTSP0522-3","m36",36,1,0.0426075841499787,"PDCD4","Illumina","GTSP0522"
"chr10",119537861,"+","PBMC","pMMP003",10,"GTSP0522-2","m36",36,2,0.0852151682999574,"RGS10","Illumina","GTSP0522"
"chr10",12580521,"+","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"CAMK1D","Illumina","GTSP0522"
"chr10",4885965,"+","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"AKR1C6P","Illumina","GTSP0522"
"chr10",50456870,"+","PBMC","pMMP003",109,"GTSP0522-1","m36",36,13,0.553898593949723,"SGMS1","Illumina","GTSP0522"
"chr10",51913153,"+","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"PRKG1","Illumina","GTSP0522"
"chr10",61754991,"+","PBMC","pMMP003",4,"GTSP0522-4","m36",36,1,0.0426075841499787,"C10ORF107","Illumina","GTSP0522"
"chr10",73851971,"+","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"CAMK2G","Illumina","GTSP0522"
"chr10",89392705,"+","PBMC","pMMP003",12,"GTSP0522-3","m36",36,2,0.0852151682999574,"IFIT1","Illumina","GTSP0522"
"chr10",97406964,"+","PBMC","pMMP003",2,"GTSP0522-4","m36",36,1,0.0426075841499787,"RRP12","Illumina","GTSP0522"
"chr11",102317992,"-","PBMC","pMMP003",82,"GTSP0522-1","m36",36,1,0.0426075841499787,"BIRC3","Illumina","GTSP0522"
"chr11",118214696,"-","PBMC","pMMP003",1,"GTSP0522-2","m36",36,1,0.0426075841499787,"JAML","Illumina","GTSP0522"
"chr11",32421565,"-","PBMC","pMMP003",43,"GTSP0522-1","m36",36,4,0.170430336599915,"WT1","Illumina","GTSP0522"
"chr11",34427767,"-","PBMC","pMMP003",19,"GTSP0522-3","m36",36,1,0.0426075841499787,"CAT","Illumina","GTSP0522"
"chr11",3872243,"-","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"STIM1","Illumina","GTSP0522"
"chr11",4146830,"-","PBMC","pMMP003",4,"GTSP0522-3","m36",36,1,0.0426075841499787,"RRM1","Illumina","GTSP0522"
"chr11",62548439,"-","PBMC","pMMP003",2,"GTSP0522-1","m36",36,1,0.0426075841499787,"AHNAK","Illumina","GTSP0522"
"chr11",65420290,"-","PBMC","pMMP003",1734,"GTSP0522-1","m36",36,66,2.81210055389859,"NEAT1","Illumina","GTSP0522"
"chr11",65498376,"-","PBMC","pMMP003",260,"GTSP0522-1","m36",36,24,1.02258201959949,"MALAT1","Illumina","GTSP0522"
"chr11",65929091,"-","PBMC","pMMP003",609,"GTSP0522-1","m36",36,38,1.61908819769919,"DRAP1","Illumina","GTSP0522"
"chr11",6747044,"-","PBMC","pMMP003",30,"GTSP0522-1","m36",36,2,0.0852151682999574,"OR2AG2","Illumina","GTSP0522"
"chr11",68077031,"-","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"CHKA","Illumina","GTSP0522"
"chr11",72042366,"-","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"NUMA1","Illumina","GTSP0522"
"chr11",73385726,"-","PBMC","pMMP003",100,"GTSP0522-1","m36",36,7,0.298253089049851,"RELT","Illumina","GTSP0522"
"chr11",75276230,"-","PBMC","pMMP003",2,"GTSP0522-1","m36",36,1,0.0426075841499787,"ARRB1","Illumina","GTSP0522"
"chr11",83467536,"-","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"DLG2","Illumina","GTSP0522"
"chr11",9977960,"-","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"SBF2","Illumina","GTSP0522"
"chr11",102561114,"+","PBMC","pMMP003",4,"GTSP0522-4","m36",36,1,0.0426075841499787,"MMP20","Illumina","GTSP0522"
"chr11",108222308,"+","PBMC","pMMP003",7,"GTSP0522-3","m36",36,1,0.0426075841499787,"NPAT","Illumina","GTSP0522"
"chr11",117952760,"+","PBMC","pMMP003",8,"GTSP0522-4","m36",36,1,0.0426075841499787,"TMPRSS13","Illumina","GTSP0522"
"chr11",315106,"+","PBMC","pMMP003",17,"GTSP0522-4","m36",36,1,0.0426075841499787,"IFITM1","Illumina","GTSP0522"
"chr11",33882871,"+","PBMC","pMMP003",4,"GTSP0522-4","m36",36,1,0.0426075841499787,"LMO2","Illumina","GTSP0522"
"chr11",354997,"+","PBMC","pMMP003",19,"GTSP0522-4","m36",36,1,0.0426075841499787,"B4GALNT4","Illumina","GTSP0522"
"chr11",38158172,"+","PBMC","pMMP003",2,"GTSP0522-4","m36",36,1,0.0426075841499787,"LOC105376633","Illumina","GTSP0522"
"chr11",62555900,"+","PBMC","pMMP003",72,"GTSP0522-1","m36",36,2,0.0852151682999574,"EEF1G","Illumina","GTSP0522"
"chr11",63946903,"+","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"NAA40","Illumina","GTSP0522"
"chr11",645416,"+","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"DEAF1","Illumina","GTSP0522"
"chr11",65384447,"+","PBMC","pMMP003",1,"GTSP0522-4","m36",36,1,0.0426075841499787,"SLC25A45","Illumina","GTSP0522"
"chr11",65419619,"+","PBMC","pMMP003",1020,"GTSP0522-1","m36",36,72,3.06774605879847,"NEAT1","Illumina","GTSP0522"
"chr11",65498373,"+","PBMC","pMMP003",1,"GTSP0522-1","m36",36,1,0.0426075841499787,"MALAT1","Illumina","GTSP0522"
"chr11",67275699,"+","PBMC","pMMP003",65,"GTSP0522-2","m36",36,4,0.170430336599915,"GRK2","Illumina","GTSP0522"
"chr11",74417053,"+","PBMC","pMMP003",1,"GTSP0522-3","m36",36,1,0.0426075841499787,"MIR548AL","Illumina","GTSP0522"
"chr11",85683351,"+","PBMC","pMMP003",82,"GTSP0522-3","m36",36,2,0.0852151682999574,"CCDC89","Illumina","GTSP0522"
"chr12",10069934,"-","PBMC","pMMP003",38,"GTSP0522-1","m36",36,4,0.170430336599915,"CLEC1A","Illumina","GTSP0522"
"chr12",10396040,"-","PBMC","pMMP003",26,"GTSP0522-2","m36",36,3,0.127822752449936,"LOC101928100,KLRC4-KLRK1","Illumina","GTSP0522"
"chr12",104479225,"-","PBMC","pMMP003",27,"GTSP0522-4","m36",36,1,0.0426075841499787,"CHST11","Illumina","GTSP0522"
"chr12",113222195,"-","PBMC","pMMP003",50,"GTSP0522-1","m36",36,4,0.170430336599915,"TPCN1","Illumina","GTSP0522"
"chr12",11877899,"-","PBMC","pMMP003",5,"GTSP0522-4","m36",36,1,0.0426075841499787,"ETV6","Illumina","GTSP0522"
"chr12",121664521,"-","PBMC","pMMP003",77,"GTSP0522-1","m36",36,1,0.0426075841499787,"MORN3","Illumina","GTSP0522"
"chr12",121802130,"-","PBMC","pMMP003",1237,"GTSP0522-1","m36",36,68,2.89731572219855,"LINC01089","Illumina","GTSP0522"
"chr12",122738222,"-","PBMC","pMMP003",3,"GTSP0522-4","m36",36,1,0.0426075841499787,"HCAR1","Illumina","GTSP0522"
"chr12",123229607,"-","PBMC","pMMP003",6,"GTSP0522-3","m36",36,1,0.0426075841499787,"MPHOSPH9","Illumina","GTSP0522"
"chr12",12715401,"-","PBMC","pMMP003",36,"GTSP0522-2","m36",36,1,0.0426075841499787,"CDKN1B","Illumina","GTSP0522"
"chr12",14959500,"-","PBMC","pMMP003",7,"GTSP0522-1","m36",36,3,0.127822752449936,"ARHGDIB","Illumina","GTSP0522"
"chr12",19246807,"-","PBMC","pMMP003",25,"GTSP0522-2","m36",36,4,0.170430336599915,"PLEKHA5","Illumina","GTSP0522"
"chr12",22035888,"-","PBMC","pMMP003",6,"GTSP0522-2","m36",36,1,0.0426075841499787,"CMAS","Illumina","GTSP0522"
